redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
908,"Upland Fire Dept.","Paul Segalla , Fire Chief","475 North Second Ave. Upland CA 91785","475 North Second Ave.",Upland,CA,91785,"(909) 931- 4180","(909) 931- 4196",,pegalla@ci.upland.ca.us,www.uplandfire.com,www.ci.upland.ca.us,UPL,Paid,"San Bernardino",36215,"Feb 2019"
909,"Upper Lake Fire Protection Dist.","James Robbins , Fire Chief","P.O. Box 481 Upper Lake CA 95485","P.O. Box 481","Upper Lake",CA,95485,"(707) 275- 2446","(707) 275- 2146",,,,,UPP,"Mostly Volunteer",Lake,17045,"Feb 2019"
910,"USFS 	- Angeles Nat&#39;l Forest","Dave Conklin , Fire Management Officer","P.O. Box 481 Upper Lake CA 95485","P.O. Box 481","Upper Lake",CA,95485,"(707) 275- 2446","(707) 275- 2146",dconklin@fs.fed.us,www.fs.fed.us/r5/angeles,,"ANF   Personnel:  Paid",UPP,"Mostly Volunteer",Lake,17045,"Feb 2019"
911,"USFS 	- Cleveland Nat&#39;l Forest","Rich Hawkins , Fire & Aviation Officer","10845 Rancho  Bernardo Rd., #200 Rancho Bernardo CA - 2103","10845 Rancho  Bernardo Rd., #200","Rancho Bernardo",CA,"- 2103","(858) 673- 6180","(858) 673- 6192",,rdhawkins@fs.fed.us,www.fs.fed.us/r5/cleveland,,CNF,Paid,"San Diego",37565,"Feb 2019"
912,"USFS 	- Eldorado Nat&#39;l Forest","Vacant ,  Fire Management Officer","100 Forni Road Placerville CA 95667","100 Forni Road",Placerville,CA,95667,"(530) 621- 5225","(530) 621- 5297",,,www.fs.fed.us/r5/eldorado,,ENF,Paid,"El Dorado",09565,"Feb 2019"
913,"USFS 	- Inyo Nat&#39;l Forest","Matt Kingsley , Fire Management Officer","100 Forni Road Placerville CA 95667","100 Forni Road",Placerville,CA,95667,"(530) 621- 5225","(530) 621- 5297",mkingsley@fs.fed.us,www.fs.fed.us/r5/inyo,,"INF    Personnel: Paid",ENF,Paid,"El Dorado",09565,"Feb 2019"
914,"USFS 	- Klamath Nat&#39;l Forest","Ken Paul , Fire Management Officer","100 Forni Road Placerville CA 95667","100 Forni Road",Placerville,CA,95667,"(530) 621- 5225","(530) 621- 5297",kpaul@fs.fed.us,www.fs.fed.us/r5/klamath,,"KNF    Personnel:  Paid",ENF,Paid,"El Dorado",09565,"Feb 2019"
915,"USFS 	- Lake Tahoe Basin 	- Management Unit","Kit Bailey , Fire Management Officer","35 College Dr. South Lake Tahoe CA 96150","35 College Dr.","South Lake Tahoe",CA,96150,"(530) 543- 2600","(530) 543- 2655",,kbailey@fs.fed.us,www.fs.fed.us/r5/tahoe,,TMU,Paid,"El Dorado",09569,"Feb 2019"
916,"USFS 	- Lassen Nat&#39;l Forest",",  Fire Management Officer","2550 Riverside Dr. Susanville CA 96130","2550 Riverside Dr.",Susanville,CA,96130,"(530) 252- 6428",no_fax,,cwhitcome@fs.fed.us,www.fs.fed.us/r5/lassen,,LNF,Paid,Lassen,18565,"Feb 2019"
917,"USFS 	- Los Padres Nat&#39;l Forest","Anthony Escobar , Fire Management Officer","2550 Riverside Dr. Susanville CA 96130","2550 Riverside Dr.",Susanville,CA,96130,"(530) 252- 6428",no_fax,aescobar@fs.fed.us,www.fs.usda.gov/lpnf,,"LPF    Personnel: Paid",LNF,Paid,Lassen,18565,"Feb 2019"
918,"USFS 	- Mendocino Nat&#39;l Forest","Dave Sinclear , Chief of Fie and Aviation","2550 Riverside Dr. Susanville CA 96130","2550 Riverside Dr.",Susanville,CA,96130,"(530) 252- 6428",no_fax,dasinclear@fs.fed.us,www.fs.fed.us/r5/mendocino,,"MNF   Personnel:  Paid",LNF,Paid,Lassen,18565,"Feb 2019"
919,"USFS 	- Modoc Nat&#39;l Forest","Robert Silva,  Fire Management Officer","225 W. 8th Street Alturas CA 96101","225 W. 8th Street",Alturas,CA,96101,"(530) 233- 5811","(530) 233- 8889",,rsilva@fs.fed.us,www.fs.fed.us/r5/modoc,,MDF,Paid,Modoc,25565,"Feb 2019"
920,"USFS 	- Plumas Nat&#39;l Forest","Allen Setzer , Fire Management Officer","225 W. 8th Street Alturas CA 96101","225 W. 8th Street",Alturas,CA,96101,"(530) 233- 5811","(530) 233- 8889",asetzer@fs.fed.us,www.fs.fed.us/r5/plumas,,"PNF   Personnel:  Paid",MDF,Paid,Modoc,25565,"Feb 2019"
921,"USFS 	- San Bernardino Nat&#39;l Forest","Kurt Winchester , Fire Management Officer","225 W. 8th Street Alturas CA 96101","225 W. 8th Street",Alturas,CA,96101,"(530) 233- 5811","(530) 233- 8889",kwinchester@fs.fed.us,www.fs.usda.gov/sbnf,,"BDF   Personnel: Paid",MDF,Paid,Modoc,25565,"Feb 2019"
922,"USFS 	- Sequoia Nat&#39;l Forest","Aaron Gelobter , Fire Management Officer","225 W. 8th Street Alturas CA 96101","225 W. 8th Street",Alturas,CA,96101,"(530) 233- 5811","(530) 233- 8889",agelobter@fs.fed.us,www.fs.fed.us/r5/sequoia,,"SQF   Personnel:  Paid",MDF,Paid,Modoc,25565,"Feb 2019"
923,"USFS 	- Shasta/Trinity Counties","Joe Millar , Fire Management Officer","3644 Avtech Parkway Redding CA 96002","3644 Avtech Parkway",Redding,CA,96002,"(530) 226- 2500","(530) 226- 2484",,jmillar@fs.fed.us,www.fs.fed.us/r5/shastatrinity,,SHF,Paid,Shasta,45566,"Feb 2019"
924,"USFS 	- Shasta/Trinity Counties","Joe Millar , Fire Management Officer","3644 Avtech Parkway Redding CA 96002","3644 Avtech Parkway",Redding,CA,96002,"(530) 226- 2500","(530) 226- 2484",jmillar@fs.fed.us,www.fs.fed.us/r5/shastatrinity,,"SHF   Personnel:  Paid",SHF,Paid,Shasta,45566,"Feb 2019"
925,"USFS 	- Sierra Nat&#39;l Forest","Don Kandarian , Fire Management Officer","3644 Avtech Parkway Redding CA 96002","3644 Avtech Parkway",Redding,CA,96002,"(530) 226- 2500","(530) 226- 2484",dkandarian@fs.fed.us,www.fs.fed.us/r5/sierra,,"SNF   Personnel: Paid",SHF,Paid,Shasta,45566,"Feb 2019"
926,"USFS 	- Six Rivers Nat&#39;l Forest","Kent Swartzlander , Fire Management Officer","3644 Avtech Parkway Redding CA 96002","3644 Avtech Parkway",Redding,CA,96002,"(530) 226- 2500","(530) 226- 2484",kswartzlander@fs.fed.us,www.fs.fed.us/r5/sixrivers,,"SRF   Personnel:  Paid",SHF,Paid,Shasta,45566,"Feb 2019"
927,"USFS 	- Stanislaus Nat&#39;l Forest","Vacant ,  Fire Management Officer","19777 Greenley Road Sonora CA 95370","19777 Greenley Road",Sonora,CA,95370,"(209) 532- 3671","(209) 533- 1890",,gcones@fs.fed.us,www.fs.fed.us/r5/stanislaus,,STF,Paid,Tuolumne,55565,"Feb 2019"
928,"USFS 	- Tahoe Nat&#39;l Forest","Jeanne Pincha -Tulley , Fire & Aviation Officer","19777 Greenley Road Sonora CA 95370","19777 Greenley Road",Sonora,CA,95370,"(209) 532- 3671","(209) 533- 1890",jpinchatulley@fs.fed.us,www.fs.fed.us/r5/tahoe,,"TNF   Personnel:  Paid",STF,Paid,Tuolumne,55565,"Feb 2019"
929,"USS	-Posco Industries","Larry Harrington , Fire  Chief","P.O. Box 471 Pittsburg CA 94565","P.O. Box 471",Pittsburg,CA,94565,"(925) 439- 6201","(925) 439- 5441",,lharrington@ussposco.com,,,USS,"Mostly Volunteer","Contra Costa",07059,"Feb 2019"
930,"Uvas Volunteer Fire Dept.","Nik Gluck , Fire Chief","P.O. Box 2380 San Jose CA 95153","P.O. Box 2380","San Jose",CA,95153,"(408) 838- 0895",no_fax,info@uvasfire.org,nik@uvasfire.org,www.uvasfire.org,,,,"Santa Clara",43150,"Feb 2019"
931,"Vacaville Fire Dept.","Kris Concepcion , Fire Chief","650 Merchant Street Vacaville CA 95688","650 Merchant Street",Vacaville,CA,95688,"(707) 449- 5486","(707) 449- 5483",swilliams@cityofvacaville.com,kris.concepcion@cityofvacaville.com,www.cityofvacaville.com/departments/fire,www.cityofvacaville.com,VAC,Paid,Solano,48060,"Feb 2019"
932,"Vacaville Fire 	Protection Dist.","Howard Wood , Fire Chief","420 Vine Street Vacaville CA 95688","420 Vine Street",Vacaville,CA,95688,"(707) 447- 2252","(707) 447- 2769",vfpd@vfpd.net,chiefwood@vfpd.net,www.vfpd.net,,VVF,"Mostly Volunteer",Solano,48065,"Feb 2019"
933,"Valero Fire Dept.","John Briones , Fire Chief","3400 E. 2nd Street Benicia CA 94510","3400 E. 2nd Street",Benicia,CA,94510,"(562) 495- 5460","(562) 491- 6712",,john.briones@valero.com,www.valerofire.com/index.html,,EXX,Paid,Solano,48095,"Feb 2019"
934,"Vallejo Fire Dept.","Daryl Arbuthnott , Fire Chief","970 Nimitz Ave Vallejo CA 94592","970 Nimitz Ave",Vallejo,CA,94592,"(707) 648- 4526","(707) 648- 5289",,darbuthnott@ci.vallejo.ca.us,,,EXX,Paid,"VLJ   Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  VLJ   Personnel:  Paid","Feb 2019"
935,"Valley Center Fire Protection Dist.","Kevin  O&#39;Lea ry, Fire Chief","28234 Lilac Road Valley Center CA 92082","28234 Lilac Road","Valley Center",CA,92082,"(760) 749- 1702","(760) 749- 3892",,,,,YWD,Paid,"San Diego",37221,"Feb 2019"
936,"Valley Ford 	Volunteer Fire Company","Ron Caselli,  Fire Chief","P.O. Box 364 Valley Ford CA 94972","P.O. Box 364","Valley Ford",CA,94972,"(707) 876- 3080","(707) 876- 3080",,rpc83@yahoo.com,,,VFV,Volunteer,Sonoma,49210,"Feb 2019"
937,"Vandenberg AFB Fire Dept.","Mark Farias , Fire Chief","30 CES/CEF Bldg. 10660 Lompoc CA 93437","30 CES/CEF Bldg. 10660",Lompoc,CA,93437,"(805) 606- 5380","(805) 606- 8902",,Mark.Farias@vandenberg.af.mil,www.vandenberg.af.mil,www.vandenberg.af.mil,AFV,Paid,"Santa Barbara",42830,"Feb 2019"
938,"Ventura City Fire Dept.","Kevin Rennie , Fire Chief","1425 Dowell Drive Ventura CA 93003","1425 Dowell Drive",Ventura,CA,93003,"(805) 339- 4310","(805) 658- 9346",,krennie@cityofventura.net,www.cityofventura.net/fire,www.cityofventura.net,VEN,Paid,Ventura,56025,"Feb 2019"
939,"Ventura County Federal Fire 	Dept.","Gerald Clark , Fire Chief","613 South Laguna Road Point Mugu CA -5001","613 South Laguna Road","Point Mugu",CA,-5001,"(805) 989- 7034","(805) 989- 8302",,gerald.c.clark@navy.mil,,,VEN,Paid,ERROR,ERROR,"Feb 2019"
940,"Ventura County Fire Dept.","Mark  Lorenzen , Fire Chief","165 Durley Ave. Camarillo CA - 8586","165 Durley Ave.",Camarillo,CA,"- 8586","(805) 389- 9700","(805) 383- 4782",,mark.lorenzen@ventura.org,fire.countyofventura.org,www.countyofventura.org,VNC,Paid,Ventura,56020,"Feb 2019"
941,"Vernon Fire Dept.","Mark Whitworth , Fire Chief","4305 Santa Fe Ave. Vernon CA 90058","4305 Santa Fe Ave.",Vernon,CA,90058,"(323) 583- 8811","(323) 826- 1407",,mwhitworth@ci.vernon.ca.us,www.cityofvernon.org/departments/fire/fire.htm,www.cityofvernon.org,VER,Paid,"Los Angeles",19205,"Feb 2019"
942,"Victorville Fire Dept.","Sid Hultquist , Fire Chief","P.O. Box 5001 Victorville CA 92393","P.O. Box 5001",Victorville,CA,92393,"(760) 955- 5226","(760) 955- 1098",fire@ci.victorville.ca.us,shultquist@ci.victorville.ca.us,,www.cityofvernon.org,VER,Paid,"VCV   Personnel:  Mostly Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  VCV   Personnel:  Mostly Paid","Feb 2019"
943,"Viejas Indian Reservation Fire Dept.","Donald Butz , Fire Chief","1  Viejas Grade Road Alpine CA 91901","1  Viejas Grade Road",Alpine,CA,91901,"(619) 659- 2376","(619) 659- 2337",,"dbutz@viejas -nsn.gov",www.viejasbandofkumeyaay.org,www.viejasbandofkumeyaay.org,VJS,Paid,"San Diego",37235,"Feb 2019"
944,"Visalia Fire Dept.","Greg Glass , Fire Chief","707 W. Acequia Ave. Visalia CA 93291","707 W. Acequia Ave.",Visalia,CA,93291,"(559) 713- 4220","(559) 713- 4808",,greg.glass@ci.visalia.ca.us,www.ci.visalia.ca.us/depts/fire_department/default.asp,www.ci.visalia.ca.us,VSA,Paid,Tulare,54045,"Feb 2019"
945,"Vista Fire Dept.","Jeff Hahn , Fire Chief","200 Civic Center Drive Vista CA 92084","200 Civic Center Drive",Vista,CA,92084,"(760) 643- 5339","(760) 643- 2811",roshaughnessy@cityofvista.com,jhahn@cityofvista.com,www.vistafiredepartment.com,www.cityofvista.com,VTA,Paid,"San Diego",37017,"Feb 2019"
946,"Vought Aircraft Industries","Elton Campbell , Fire Chief","One  Northrop Ave. -  JF10/65 Hawthorne CA 90250","One  Northrop Ave. -  JF10/65",Hawthorne,CA,90250,"(310) 332- 3792","(310) 332- 3791",,campbell@voughtaircraft.com,,,NAG,Paid,"Los Angeles",19932,"Feb 2019"
947,"Walnut Grove Fire Protection Dist.","Joe Sanchez, Jr. , Fire Chief","P.O. Box 41 Walnut Grove CA 95690","P.O. Box 41","Walnut Grove",CA,95690,"(916) 776- 1090","(916) 776- 2484",,,,,WAL,Volunteer,Sacramento,34120,"Feb 2019"
948,"Walt Disney Studios Fire Dept.","David Davis , Fire Chief","500 S. Buena Vista Street Burbank CA 91521","500 S. Buena Vista Street",Burbank,CA,91521,"(818) 560- 1171","(818) 544- 2853",,david.davis@disney.com,,,,"Mostly Volunteer","Los Angeles",19992,"Feb 2019"
949,"Warner Bros. Fire Dept.","Donald Biggs , Fire Chief","4000 Warner Blvd. Burbank CA 91522","4000 Warner Blvd.",Burbank,CA,91522,"(818) 954- 5640","(818) 954- 5641",,donald.biggs@warnerbros.com,,wbsf.warnerbros.com,BKS,"Mostly Paid","Los Angeles",19035,"Feb 2019"
950,"Warner Springs Ranch Fire Dept.","Dennis Parry , Fire Chief","P.O. Box 10 Warner Springs CA 92086","P.O. Box 10","Warner Springs",CA,92086,"(760) 782- 3555","(760) 782- 9249",,,,,WSR,"Mostly Paid","San Diego",37225,"Feb 2019"
951,"Wasco State Prison Fire Dept.","John Finney , Fire Chief","701 Scofield Ave. Wasco CA 93280","701 Scofield Ave.",Wasco,CA,93280,"(661) 758- 8400","(661) 768- 7616",,,,,WSC,Paid,Kern,15411,"Feb 2019"
952,"Washington Fire Dept.","Mike Stewart,  Fire Chief","P.O. Box 34 Washington CA 95986","P.O. Box 34",Washington,CA,95986,"(530) 265- 3166",no_fax,,mike@highlandrescue.com,,,,Volunteer,Nevada,29095,"Feb 2019"
953,"Waterloo	-Morada Rural Fire Protection Dist.","Steve Henry , Fire Chief","6925 E. Foppiano Lane Stockton CA 95212","6925 E. Foppiano Lane",Stockton,CA,95212,"(209) 931- 3107","(209) 931- 6890",,shenry@sjgov.org,www.waterloomoradafire.org,,WMR,"Mostly Paid","San Joaquin",39105,"Feb 2019"
954,"Watsonville Fire Dept.","Pablo Baretto , Fire Chief","115 Second Street Watsonville CA 95076","115 Second Street",Watsonville,CA,95076,"(831) 239- 8610","(831) 763- 4054",chris.johnson@cityofwatsonvile.org,pablo.baretto@cityofwatsonville.org,"http://cityofwatsonville.org/fire -department",www.ci.watsonville.ca.us,WTS,Paid,"Santa Cruz",44080,"Feb 2019"
955,"Weaverville Volunteer Fire Dept.","Scott Alvord , Fire Marshal","P.O. Box 447 Weaverville CA 96093","P.O. Box 447",Weaverville,CA,96093,"(530) 623- 6156","(530) 623- 5115",wfdclerk@wfdca.org,chief@wfdca.org,www.wfdca.org,,WEA,Volunteer,Trinity,53020,"Feb 2019"
956,"Weed 	Volunteer Fire Dept.","Darin Quigley , Fire Chief","P.O. Box 470 Weed CA 96094","P.O. Box 470",Weed,CA,96094,"(530) 938- 5030","(530) 938- 5005",,,,,WED,Volunteer,Siskiyou,47080,"Feb 2019"
957,"Weott Volunteer Fire Dept.","Thomas Milligan , Fire Chief","P.O. Box 269 Weott CA - 0269","P.O. Box 269",Weott,CA,"- 0269","(707) 946- 1953","(707) 946- 2443",,,www.weottvfd@humboldt.net,,WEO,Volunteer,Humboldt,12125,"Feb 2019"
958,"West Almanor Community Services Dist.","Randy Fluke , Fire Chief","947 Long Iron Drive Chester CA 96020","947 Long Iron Drive",Chester,CA,96020,"(530) 259- 5112","(530) 259- 5113",westalmanorfd@citlink.net,,,,WAC,"Mostly Volunteer",Plumas,32042,"Feb 2019"
959,"West Covina Fire Dept.","Larry Whithorn , Fire Chief","1444 W Garvey Ave S West Covina CA 91790","1444 W Garvey Ave S","West Covina",CA,91790,"(626) 939- 8824","(626) 939- 8650",,larry.whithorn@westcovina.org,"www.westcovina.org/departments/fire -",www.westcov.org,WCV,Paid,"Los Angeles",19210,"Feb 2019"
960,"West Plainfield Fire Protection Dist.","Cherie Rita , Fire Chief","24901 County Road 95 Davis CA 95616","24901 County Road 95",Davis,CA,95616,"(530) 756- 0212","(530) 756- 2608",wpl30@sbcglobal.net,crita@sbcglobal.net,www.westplainfieldfire.com,,WPL,"Mostly  Volunteer",Yolo,57035,"Feb 2019"
961,"West Point Fire Protection District","Jim Carroll , Fire Chief","P.O. Box 417 West Point CA 95255","P.O. Box 417","West Point",CA,95255,"(209) 293- 7000","(209) 293- 1300",wpfd@volcano.net,,,,WPT,Volunteer,Calaveras,05050,"Feb 2019"
962,"West Sacramento Fire Dept.","John Heilmann , Fire Chief","2040 Lake Washington Blvd. West Sacramento CA 95691","2040 Lake Washington Blvd.","West Sacramento",CA,95691,"(916) 617- 4600","(916) 371- 5017",fire@cityofwestsacramento.org,johnh@cityofwestsacramento.org,,,WPT,Volunteer,"EYO   Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  EYO   Personnel:  Paid","Feb 2019"
963,"West Stanislaus Fire Protection Dist.","James  Kinnear , Fire Chief","P.O. Box 565 Patterson CA 95363","P.O. Box 565",Patterson,CA,95363,"(209) 892- 5621","(209) 892- 7896",wsidefd@evansinet.com,bkinnear@patterson.ca.us,,,WSF,"Mostly Volunteer",Stanislaus,50100,"Feb 2019"
964,"Westhaven Volunteer Fire Dept.","Paul Rosenblatt , Fire Chief","P.O. Box 2143 Trinidad CA 95570","P.O. Box 2143",Trinidad,CA,95570,no_office,no_fax,,paulradman@sbcglobal.net,,,WVF,Volunteer,Humboldt,12040,"Feb 2019"
965,"Westmorland Fire Dept.","Sergio Cruz , Fire Chief","P.O. Box 699 Westmorland CA 92281","P.O. Box 699",Westmorland,CA,92281,"(760) 344- 3411","(760) 344- 5307",,,,,WML,Volunteer,Imperial,13060,"Feb 2019"
966,"Westport Fire Protection Dist.","Gary Thompson , Fire Chief","5160 S. Carpenter Road Modesto CA 95358","5160 S. Carpenter Road",Modesto,CA,95358,"(209) 537- 1391","(209) 537- 0918",,,,,WPF,Volunteer,Stanislaus,50065,"Feb 2019"
967,"Westport 	Volunteer Fire Dept.","George Lancaster , Fire Chief","P.O. Box 63 Westport CA 95488","P.O. Box 63",Westport,CA,95488,"(707) 964- 4646","(707) 964- 1989",,lancastr@mcn.org,,,WPV,Volunteer,Mendocino,23910,"Feb 2019"
968,"Westwood Fire Dept.","Vacant ,  Fire Chief","P.O. Box 319 Westwood CA 96137","P.O. Box 319",Westwood,CA,96137,"(530) 256- 3211","(530) 256- 3212",wcsd@citlink.net,,,,WWO,"Mostly Volunteer",Lassen,18050,"Feb 2019"
969,"Whale Gulch Volunteer Fire Company","Will Salter , Fire Chief","P.O. Box 12 Whitethorn CA 95589","P.O. Box 12",Whitethorn,CA,95589,"(707) 986- 7356",no_fax,,,,,VFC,Volunteer,Mendocino,23120,"Feb 2019"
970,"Wheatland Fire Authority","Bob Verburg , Fire Chief","4514 Dairy Road, P.O. Box 119 Wheatland CA 95692","4514 Dairy Road, P.O. Box 119",Wheatland,CA,95692,"(530) 633- 0861","(530) 633- 8215",,bobv@wheatlandfireauthoity.com,www.wheatlandfireauthority.com,,WFA,"Mostly Paid",Yuba,58025,"Feb 2019"
971,"Wheeler Crest Fire Protection Dist.","Dale Schmidt , Fire Chief","129 Willow Road Bishop CA 93514","129 Willow Road",Bishop,CA,93514,"(760) 387- 2955",no_fax,,dale.schmidt@ladwp.com,,,SWF,Volunteer,mono,26045,"Feb 2019"
972,"White Mountain Fire Protection Dist.","Joe Harris , Fire  Chief","25470 Highway 6 Bishop CA 93512","25470 Highway 6",Bishop,CA,93512,"(760) 933- 2252","(760) 933- 2443",,,,,WMT,Volunteer,Mono,26005,"Feb 2019"
973,"Whitehorn Volunteer Fire Dept.","Ben Fieseler , Fire Chief","P.O. Box 485 Whitethorn CA 95589","P.O. Box 485",Whitethorn,CA,95589,"(707) 986- 7728",no_fax,,,,,WHT,Volunteer,Humboldt,12130,"Feb 2019"
974,"Williams Fire 	Protection Authority","Jeff Gilbert , Fire Chief","P.O. Box 755 Williams CA 95987","P.O. Box 755",Williams,CA,95987,"(530) 473- 2269","(530) 473- 3174",wfpa@frontiernet.net,wfdc300@frontiernet.net,,,WIL,"Mostly Volunteer",Colusa,06045,"Feb 2019"
975,"Willow Creek Fire Protection Dist.","Rob Wild , Fire Chief","P.O. Box 51 Willow Creek CA 95573","P.O. Box 51","Willow Creek",CA,95573,"(530) 629- 2134","(530) 629- 2999",,,,,WCR,Volunteer,Humboldt,12135,"Feb 2019"
976,"Willow Oak Fire Protection Dist.","Kim Timothy , Fire Chief","18111 County Road 948 Woodland CA 95695","18111 County Road 948",Woodland,CA,95695,"(530) 662- 0781",no_fax,,willowoakfire@afes.com,,,WOF,"Mostly Volunteer",Yolo,57085,"Feb 2019"
977,"Willow Ranch Fire Protection Dist.","Raymond Cloud , Fire Chief","P.O. Box 70 New  Pine Creek OR 97635","P.O. Box 70","New  Pine Creek",OR,97635,"(530) 946- 4169",no_fax,,,,,WWR,Volunteer,Lake,25060,"Feb 2019"
978,"Willows Fire Dept.","Wayne Peabody , Fire Chief","445 S. Butte Street Willows CA 95988","445 S. Butte Street",Willows,CA,95988,"(530) 934- 3323","(530) 934- 5969",,wpeabody@cityofwillows.org,,www.cityofwillows.org,WLL,"Mostly Volunteer",Glenn,11050,"Feb 2019"
979,"Willows Rural Fire Protection Dist.","Jake Jacobs , Fire Chief","445 S. Butte Street Willows CA 95988","445 S. Butte Street",Willows,CA,95988,"(530) 934- 3323","(530) 934- 5969",,,,,WLO,"Mostly Volunteer",Glenn,11065,"Feb 2019"
980,"Wilmar Volunteer Fire Company","Mark Heine , Fire Chief","3825 Bodega Ave. Petaluma CA 94952","3825 Bodega Ave.",Petaluma,CA,94952,"(707) 765- 1995","(707) 765- 9406",wilmarfiredept@comcast.net,,,,WLM,Volunteer,Sonoma,49130,"Feb 2019"
981,"Wilton Fire Protection Dist.","Jeff Cookson , Fire Chief","9800 Dillard Road Wilton CA 95693","9800 Dillard Road",Wilton,CA,95693,"(916) 687- 6920","(916) 687- 8920",wiltonfire@frontiernet.net,"jeff_cookson@wilton -fire.org","www.wilton -fire.org",,WLT,Volunteer,Sacramento,34125,"Feb 2019"
982,"Winterhaven Fire Protection Dist.","Jarrell Brown , Fire Chief","495 S. 3rd Ave., P.O. Box 906 Winterhaven CA 92283","495 S. 3rd Ave., P.O. Box 906",Winterhaven,CA,92283,"(760) 572- 0549","(760) 572- 5615",,wfiredept@tds.net,,,WNT,Volunteer,Imperial,13065,"Feb 2019"
983,"Winters Fire Dept.","Scott Dozier , Fire Chief","700 Main Street Winters CA 95694","700 Main Street",Winters,CA,95694,"(530) 795- 4131","(530) 795- 5434",robbie.rubio@wintersfire.org,scott.dozier@wintersfire.org,www.wintersfire.org,,WFD,"Mostly  Volunteer",Yolo,57070,"Feb 2019"
984,"Woodbridge Fire Protection Dist.","Steve Butler , Fire Chief","400 E. Augusta St. Woodbridge CA 95258","400 E. Augusta St.",Woodbridge,CA,95258,"(209) 369- 1945","(209) 369- 4568",,steve.butler@woodbridgefire.org,www.woodbridgefire.org,,WOO,"Mostly Paid","San Joaquin",39130,"Feb 2019"
